"match_id","radiant_team_id","dire_team_id","duration","radiant_score","dire_score","radiant_win"
3138972122,4253054,2586976,1906,10,26,true
3144607791,4253054,2586976,2379,32,10,false
3187890717,4251936,3751526,2164,18,43,false
3223420068,4251936,4151852,1925,10,34,true
3188008320,4251936,3477208,2329,27,16,false
3122568219,4251901,4251873,1947,26,29,false
3122568219,4251901,4251873,1947,26,29,true
3122656216,4251873,4251843,2805,44,40,true
3149758950,4251843,2913028,2468,14,28,false
3149758950,4251843,2913028,2468,14,28,true
3137684735,4251435,2108395,1961,27,13,true
3137800908,4251435,2108395,3346,32,49,false
3164474906,4251435,3931002,2354,17,34,false
3137262488,4251435,2163,2671,27,37,false
3137947452,4251435,2108395,2745,31,29,false
3139652866,4251435,2586976,2896,31,36,false
3145102364,4251435,39,1786,3,27,false
3276090822,4251435,4653139,1796,29,12,true
3276392063,4251435,3,2570,42,17,true
3276333514,4251435,2512249,2428,11,38,false
3278326373,4251435,3214108,6616,32,54,false
3280290578,4251435,2512249,2693,28,13,true
3280219317,4251435,2512249,4069,24,35,false
3216779943,4251435,4372042,1584,27,15,true
3280349437,4251435,2512249,2253,11,23,false
3216826601,4251435,4372042,2196,34,21,true
3277830387,4251435,3724222,1675,35,14,true
3228254406,4251435,39,2102,13,31,false
3249766325,4251435,2672298,2789,30,43,true
3179532280,4251435,3214108,3763,22,42,true
3172518289,4251435,4327067,2667,30,29,false
3179783370,4251435,3214108,2365,18,43,true
3230757012,4251435,5,3811,18,39,true
3174498935,4251435,3,2584,37,25,false
3256744713,4251435,1375614,2059,15,20,true
3145102364,4251435,39,1786,3,27,true
3257003401,4251435,1375614,2056,19,19,true
3254426673,4251435,1375614,1888,15,23,true
3250617042,4251435,726228,2057,18,18,false
3139768515,4251435,2586976,1945,8,23,true
3228254406,4251435,39,2102,13,31,true
3216390230,4251435,3,1968,35,14,false
3230626855,4251435,5,1657,21,12,false
3168626396,4251435,3580606,1426,26,6,false
3249909565,4251435,2640025,2036,38,15,false
3254314244,4251435,1375614,1636,7,28,true
3124501175,4224358,4002373,2826,34,40,false
3124501175,4224358,4002373,2826,34,40,true
3114717086,4223268,4105820,3623,41,46,true
3155143161,4189965,1314487,2899,27,49,true
3127360389,4189016,2659468,2275,27,34,true
3108112722,4188697,4006910,1321,32,6,false
3153750449,4187910,3971206,1642,19,23,false
3153617156,4187910,3971206,2092,23,9,false
3262752411,4187910,3214090,4439,40,43,false
3102251271,4187859,3653540,2178,28,33,true
3169911598,4186376,3930476,1944,35,18,true
3163820508,4186376,2552670,1260,27,14,true
3170197181,4186376,1838315,1642,7,34,false
3173967572,4186376,2006913,1700,11,22,false
3182170543,4186376,3729306,2959,35,41,false
3251443798,4186376,4425117,2827,37,49,false
3279029922,4186376,464103,2530,18,38,false
3276819192,4186376,3704482,2146,26,11,true
3189399575,4186376,4100699,2070,18,31,false
3116056199,4186376,3763625,1728,33,17,true
3115963704,4186376,3763625,1585,14,33,false
3118112039,4186376,2552670,1350,6,29,false
3286168576,4186376,4100699,2534,22,40,false
3161317999,4186376,3729377,3015,42,37,true
3185281889,4186376,2564834,3615,46,42,true
3124136436,4186376,3704482,2019,34,14,true
3124524857,4186376,1964407,2325,26,33,false
3277934674,4186376,111474,2620,49,27,true
3100035693,4186376,3759540,2159,40,25,true
3126073702,4186376,4100699,2684,23,40,false
3141739097,4186376,2552670,2233,33,19,false
3251443798,4186376,4425117,2827,37,49,true
3170197181,4186376,1838315,1642,7,34,true
3173967572,4186376,2006913,1700,11,22,true
3169782795,4186376,3930476,2400,36,28,false
3141642582,4186376,2552670,3318,19,52,true
3213387845,4186376,3214108,2702,32,33,true
3169911598,4186376,3930476,1944,35,18,false
3163820508,4186376,2552670,1260,27,14,false
3124136436,4186376,3704482,2019,34,14,false
3115963704,4186376,3763625,1585,14,33,true
3160695265,4186376,2621843,1766,34,18,false
3118112039,4186376,2552670,1350,6,29,true
3286168576,4186376,4100699,2534,22,40,true
3161317999,4186376,3729377,3015,42,37,false
3185281889,4186376,2564834,3615,46,42,false
3124445481,4186376,1964407,1930,34,12,false
3124625580,4186376,1964407,1544,29,15,false
3278019014,4186376,26,2130,25,11,false
3275764122,4186376,4593831,5038,51,50,true
3100035693,4186376,3759540,2159,40,25,false
3098557335,4185441,4147900,1872,17,27,false
3109189826,4185441,4147900,2672,23,30,false
3098557335,4185441,4147900,1872,17,27,true
3102630774,4185441,1852933,1758,38,36,false
3104732646,4185441,3323128,1534,30,18,false
3096729309,4182852,2377558,1208,32,7,false
3126800438,4182849,4008781,1697,14,35,true
3165540159,4182068,3707261,1103,3,24,true
3155157215,4181942,2687313,2750,43,39,true
3155157215,4181942,2687313,2750,43,39,false
3164234275,4151852,3922738,2331,10,33,false
3164150603,4151852,3922738,2529,32,34,true
3263101613,4151852,3922738,1842,14,44,false
3263151485,4151852,3922738,1113,7,26,false
3276156941,4151852,2672298,3106,35,27,false
3276376431,4151852,3477208,2105,12,28,false
3157895046,4151852,3931002,1644,12,34,false
3276432556,4151852,3715574,3916,39,25,true
3276585443,4151852,2967569,3687,22,30,false
3265163507,4151852,1905619,1691,26,15,true
3162122868,4151852,3477208,2253,33,20,true
3242236148,4151852,3705786,3606,49,39,true
3227731921,4151852,1905619,2058,10,26,false
3240161612,4151852,2672298,2731,23,39,false
3242741496,4151852,3747060,1299,23,15,false
3258808791,4151852,1905619,1751,25,11,false
3227731921,4151852,1905619,2058,10,26,true
3258859593,4151852,1905619,2005,48,24,false
3239494473,4151852,3705786,4255,35,27,false
3166437920,4151852,3214108,1330,12,32,true
3242430132,4151852,2672298,2235,30,21,false
3242840568,4151852,3747060,1861,28,15,false
3240161612,4151852,2672298,2731,23,39,true
3162122868,4151852,3477208,2253,33,20,false
3166472638,4151852,3214108,1983,13,50,true
3242236148,4151852,3705786,3606,49,39,false
3172480723,4151852,4251435,1209,1,23,true
3242501668,4151852,2672298,1652,10,35,true
3106652819,4149803,1964407,2323,17,40,false
3106652819,4149803,1964407,2323,17,40,true
3110260457,4149803,1924891,1703,31,16,false
3172495177,4149284,1539293,1136,22,6,true
3185744652,4149284,3688197,1337,22,6,true
3242942579,4149284,4010559,1876,8,22,false
3237107184,4149284,4010914,2819,27,27,true
3237243159,4149284,4010914,2202,18,33,true
3172495177,4149284,1539293,1136,22,6,false
3242942579,4149284,4010559,1876,8,22,true
3237107184,4149284,4010914,2819,27,27,false
3215025492,4147910,4010914,1453,9,19,false
3157840197,4147910,3209436,1281,29,6,true
3192072104,4147910,4010559,1808,9,35,true
3157840197,4147910,3209436,1281,29,6,false
3223611725,4147910,2784193,1973,35,16,false
3088127117,4147900,2501615,1081,34,12,true
3100564886,4147900,1852933,1414,31,11,true
3109234995,4147900,4185441,3084,46,42,false
3109302390,4147900,4185441,2050,39,13,false
3088127117,4147900,2501615,1081,34,12,false
3086239393,4147841,4005477,813,16,2,true
3086275139,4147841,3893315,967,23,4,false
3088298603,4147841,3755651,1137,27,15,false
3088062025,4147823,2612780,2487,29,44,false
3084438190,4147823,2861723,1253,40,7,true
3084438190,4147823,2861723,1253,40,7,false
3088062025,4147823,2612780,2487,29,44,true
3117796245,4146964,2581813,2904,33,37,true
3117796245,4146964,2581813,2904,33,37,false
3130387412,4145193,4010914,2795,27,59,false
3130387412,4145193,4010914,2795,27,59,true
3212910213,4145193,4149284,3583,41,36,false
3116715691,4138413,4008781,1786,13,45,true
3124950715,4138204,2016525,1501,3,23,false
3124950715,4138204,2016525,1501,3,23,true
3100717440,4106989,4138204,2564,15,29,true
3126767262,4105820,4010914,1132,2,34,false
3126767262,4105820,4010914,1132,2,34,true
3070782698,4105109,3412605,1607,41,8,false
3074842824,4103958,2621843,837,5,24,true
3084361361,4103239,2501615,1982,21,34,false
3092591883,4103239,1119296,1760,44,2,true
3088296695,4103239,3817295,2541,31,50,false
3084361361,4103239,2501615,1982,21,34,true
3096857628,4103239,2612780,3850,45,66,true
3092591883,4103239,1119296,1760,44,2,false
3170619888,4103090,2784193,1662,31,10,false
3149541254,4101378,3779325,1834,17,29,false
3149541254,4101378,3779325,1834,17,29,true
3141642878,4100699,2621843,2769,22,41,false
3159039191,4100699,3930476,1391,9,24,false
3218556660,4100699,4425117,2921,35,31,true
3276084732,4100699,2621843,2674,17,26,false
3216658398,4100699,2537636,2528,37,22,true
3187381612,4100699,3704482,2378,43,30,true
3189566943,4100699,4186376,1820,21,28,false
3262508932,4100699,3704482,2018,29,19,true
3262902724,4100699,3704482,1874,20,17,true
3127912305,4100699,3763625,3277,46,43,true
3217973161,4100699,26,2061,18,33,true
3167717589,4100699,3334209,3290,37,36,false
3215903469,4100699,2006913,2481,11,26,true
3205404478,4100699,2552670,2278,38,23,false
3275045676,4100699,4592777,2692,42,8,false
3218556660,4100699,4425117,2921,35,31,false
3189481676,4100699,4186376,2546,24,33,true
3187584812,4100699,2564834,2381,16,17,true
3277853682,4100699,46,1911,13,28,true
3126362177,4100699,2537636,2744,14,26,true
3128046960,4100699,3763625,2047,38,32,false
3083193243,4011175,4106372,1883,32,21,true
3083193243,4011175,4106372,1883,32,21,false
3061838938,4011120,4011175,1335,9,33,true
3236988838,4010914,4149284,2328,32,11,true
3140291501,4010914,4008781,2137,27,6,true
3130349038,4010914,4145193,761,11,4,false
3126738302,4010914,4105820,1450,27,4,false
3227733097,4010914,4008781,2071,24,21,false
3168615844,4010559,2332313,2308,30,17,true
3229744714,4010559,4149284,2538,14,22,false
3200429988,4010559,4149284,2483,12,27,false
3229811943,4010559,4149284,1236,14,1,true
3185909139,4010559,4325488,2825,27,23,false
3152227647,4010559,3970598,2015,24,14,false
3217081513,4010559,2016525,2770,22,14,false
3191983341,4010559,4147910,2782,31,16,false
3229811943,4010559,4149284,1236,14,1,false
3062218995,4010347,3968432,2078,14,26,true
3060309171,4009316,3412605,1474,2,34,true
3227817062,4008781,2452979,2398,22,67,false
3233738209,4008781,2016525,2197,27,10,true
3233957494,4008781,2016525,2729,41,16,true
3240235771,4008781,4010559,2177,10,37,false
3140256969,4008781,4010914,1574,16,36,false
3233738209,4008781,2016525,2197,27,10,false
3227817062,4008781,2452979,2398,22,67,true
3140256969,4008781,4010914,1574,16,36,true
3106960198,4008781,3621895,1993,45,21,false
3240235771,4008781,4010559,2177,10,37,true
3168592694,4005552,3688197,3013,45,63,true
3084212993,4005477,616872,2083,12,36,true
3059119618,4002421,3350540,1661,21,39,false
3087799825,4002421,3968479,1461,44,18,false
3059119618,4002421,3350540,1661,21,39,true
3067280130,4002252,46,1112,6,29,true
3052038137,3987396,2789725,3684,32,24,true
3049746826,3985213,3982268,2784,12,29,false
3049625644,3985213,3157531,2156,31,20,false
3049408847,3985213,3942228,2405,31,29,false
3049688767,3982268,3985213,2628,33,30,false
3176456063,3981833,4010462,1673,25,13,false
3053663585,3971206,645123,1237,6,26,false
3153803108,3971206,4187910,3977,40,34,true
3153689652,3971206,4187910,1721,30,10,true
3129955777,3971206,2414755,1359,33,24,false
3053663585,3971206,645123,1237,6,26,true
3143366296,3971206,645123,1445,24,19,false
3153689652,3971206,4187910,1721,30,10,false
3068800278,3971195,1894571,2635,44,37,true
3152297875,3970598,4010559,1825,16,27,true
3068954409,3969422,2612022,1649,8,28,true
3087852707,3968479,4002421,2572,35,22,true
3087719200,3968479,4002421,2518,35,25,true
3079872947,3968479,3744975,1863,40,14,true
3087719200,3968479,4002421,2518,35,25,false
3055471230,3968479,3971206,2321,38,25,true
3087852707,3968479,4002421,2572,35,22,false
3079956982,3968479,3744975,2866,32,44,true
3063015106,3968432,3727890,2959,49,20,true
3063015106,3968432,3727890,2959,49,20,false
3050883971,3967697,3325252,1103,7,22,false
3050528036,3967697,3258149,2297,31,50,false
3050762338,3967697,2640025,1820,25,40,false
3050528036,3967697,3258149,2297,31,50,true
3047886009,3967697,1520578,1450,9,22,true
3050762338,3967697,2640025,1820,25,40,true
3044831209,3966846,3930532,1130,23,5,false
3072750328,3966400,1919870,1293,25,17,true
3078750907,3966400,4011175,3406,46,50,true
3072750328,3966400,1919870,1293,25,17,false
3176474999,3965854,540519,1893,32,32,false
3047085084,3963460,2246141,3182,44,42,true
3048653853,3963460,1838315,1625,12,22,false
3049519241,3963460,3152713,2794,51,41,true
3048790725,3963460,3729377,1473,12,28,true
3047085084,3963460,2246141,3182,44,42,false
3049519241,3963460,3152713,2794,51,41,false
3276441192,3963419,4653139,2009,20,33,false
3277991178,3963419,2512249,2838,25,14,true
3276160699,3963419,3214108,1771,6,23,false
3276330348,3963419,1905619,2110,10,24,true
3275808176,3963419,3,1837,6,20,true
3278232189,3963419,4251435,1706,9,30,true
3276224443,3963419,4372042,1430,6,28,true
3176594173,3962292,2410638,1721,36,21,false
3163769777,3962017,4300086,1145,16,4,true
3163769777,3962017,4300086,1145,16,4,false
3049512401,3942228,3985213,2796,34,32,false
3049512401,3942228,3985213,2796,34,32,true
3060151967,3936306,3968432,1923,12,27,true
3074866541,3931472,1105664,1610,9,16,true
3112328648,3931120,3262331,2759,22,33,false
3177356849,3931120,2887699,3002,17,47,false
3112156534,3931120,3262331,3775,44,41,false
3107851814,3931120,2581813,3382,52,64,false
3101478000,3931120,3260216,1804,16,26,false
3113953197,3931120,350190,1345,15,35,false
3046497841,3931120,3586078,1884,17,28,false
3132794026,3931120,350190,1190,1,22,true
3097890949,3931120,3586078,2490,37,29,false
3107851814,3931120,2581813,3382,52,64,true
3177281245,3931120,2887699,1324,26,10,false
3101478000,3931120,3260216,1804,16,26,true
3113874541,3931120,350190,1015,3,25,true
3113953197,3931120,350190,1345,15,35,true
3164417850,3931002,4251435,1916,36,11,true
3157767032,3931002,2059672,2136,29,18,true
3157802062,3931002,2059672,1876,28,12,true
3047092972,3931002,2701329,2789,21,24,false
3196524903,3931002,4151852,1485,24,9,true
3166491316,3931002,4251435,1725,13,24,false
3166432489,3931002,4251435,3097,36,31,false
3174669160,3931002,4251435,1623,14,23,true
3174597350,3931002,4251435,2087,11,27,true
3196524903,3931002,4151852,1485,24,9,false
3170432539,3931002,2512249,2312,14,22,true
3047092972,3931002,2701329,2789,21,24,true
3166560535,3931002,3,1686,21,4,false
3046996586,3931002,3214108,2396,11,31,true
3175982251,3930476,4100699,1177,1,14,false
3069038586,3930476,2621843,1967,11,22,true
3175982251,3930476,4100699,1177,1,14,true
3037305943,3930268,3579560,1132,9,28,true
3046341544,3930196,3783507,1531,25,9,true
3046716590,3930196,1730778,1702,14,30,false
3037045970,3930196,3761660,1445,33,12,false
3046716590,3930196,1730778,1702,14,30,true
3037061303,3930071,3930268,1698,15,38,true
3038908322,3929096,3888642,3252,42,21,true
3042766444,3929096,3579560,1135,10,27,true
3038908322,3929096,3888642,3252,42,21,false
3038901553,3928852,2915593,2910,25,37,false
3038901553,3928852,2915593,2910,25,37,true
3149641971,3928109,4251843,3001,32,40,true
3188966327,3927252,2099268,2690,39,33,true
3178885897,3927252,699943,2330,35,19,true
3255561915,3927252,2860369,2691,30,18,false
3246519044,3927252,2714312,1631,6,21,true
3036872009,3927048,3546387,1292,13,34,true
3250750801,3923284,4592275,2114,27,10,false
3245193754,3922738,3714164,2132,38,25,true
3236912532,3922738,1905619,2799,22,24,false
3161695271,3922738,2672298,2675,19,33,false
3231644812,3922738,4151852,3892,38,57,false
3237009552,3922738,1905619,4303,49,49,true
3163801508,3922738,4283567,1662,18,10,true
3231593082,3922738,4151852,1936,34,14,true
3164276246,3922738,4151852,1170,25,9,false
3164318697,3922738,2672298,2668,7,30,true
3225585287,3922738,4469196,1383,26,10,false
3267333434,3922738,1905619,3369,35,40,true
3161262725,3922738,4283567,1831,22,5,false
3216791748,3922738,3477208,1519,30,11,false
3218965147,3922738,4372042,2018,42,19,false
3163801508,3922738,4283567,1662,18,10,false
3022145100,3922673,3884270,1867,23,37,true
3022199967,3893698,3816439,1999,14,26,true
3084338311,3893315,1119296,2027,40,16,false
3019343845,3890173,3760844,1097,39,7,false
3036905380,3888642,3582454,1202,14,1,true
3037191713,3888642,3783697,1499,10,22,true
3209897587,3888297,4366984,2925,19,39,false
3209897587,3888297,4366984,2925,19,39,true
3138097996,3886945,3358243,3222,36,50,false
3275845594,3886945,4274424,2406,34,46,false
3290799325,3886945,3583262,3612,47,52,true
3275845594,3886945,4274424,2406,34,46,true
3185575224,3886324,3724222,1491,16,23,false
